X_features	Y_features	association	p-values	q-values
Carnitine	5-Deoxyadenosine	-0.05994693323460448	0.6144018889011674	0.8675919045600907
Carnitine	Ascorbic acid	-0.03544983339503888	0.7658944373301507	0.9081501205490178
Carnitine	Benzyl Alcohol	-0.18024308140135692	0.12702358677469106	0.4943729968362932
Carnitine	Biotin	-0.17533629519930893	0.13787839271439417	0.5107930092787142
Carnitine	cis-10-Nonadecenoic acid	-0.06504767565927527	0.5845472433551421	0.8488918398625178
Carnitine	cis-11-Eicosenoic acid	-0.119122547204739	0.31547669581511173	0.6928208780247133
Carnitine	Creatine	-0.07907565099345923	0.5060479110616434	0.8167590438128105
Carnitine	D-Pinitol	0.24556261032422122	0.03625509557372165	0.26670495242848397
Carnitine	D-Sedoheptulose	0.2087805943777403	0.07629091802341521	0.37880559990792967
Carnitine	Deoxyguanosine	0.21220535604097251	0.07148603197650591	0.362713962313372
Carnitine	Dihydrouracil	-0.1600939847868083	0.1760620972465559	0.5619839264789618
Carnitine	Erucic acid	-0.13549879182741495	0.25303814065409036	0.6443475033456676
Carnitine	Fructose	0.15808959644576084	0.18160729862178457	0.5695141162919999
Carnitine	Glycine	-0.02647167715660867	0.8240730967373888	0.9337753790288954
Carnitine	Guanidinoacetate	-0.018665926200172777	0.8754475994122499	0.9565330822355161
Carnitine	Histidine	0.2810687399728496	0.016006000280756386	0.16893484360230715
Carnitine	Hypotaurine	-0.08913365420214737	0.45330987334857065	0.7747302883327242
Carnitine	Kynurenate	-0.07761673007106597	0.5139513905909943	0.8194229765983163
Carnitine	Malonate	0.04340984820436876	0.7153619866987397	0.8926419205752162
Carnitine	Melatonin	0.11793914913930703	0.320342686384211	0.6928208780247133
Carnitine	Mesaconic acid	0.2937183759101568	0.011665200449918619	0.14889596022945123
Carnitine	Methylguanidine	0.1514451923097238	0.2008946918221239	0.6060747031764498
Carnitine	Myo-Inositol	0.19212020239417502	0.1034501959857515	0.44631056564030036
Carnitine	N-Acetylasparagine	-0.1329137356534617	0.26228907504081633	0.6572894772578591
Carnitine	N-Acetylglutamate	0.03427742811304456	0.7734261469818724	0.9112711933950799
Carnitine	N-Acetylmethionine	0.05244970998395657	0.6594306087451413	0.877249593856763
Carnitine	N-Acetylserotonin	-0.09249943826094573	0.43636525437973606	0.7627414517329427
Carnitine	N-Formyl-L-Methionine	-0.07661080304788365	0.5194372159082334	0.8208218862137361
Carnitine	Oleic acid	-0.11218067382450947	0.3447017070737006	0.7041763444505598
Carnitine	Oxoglutarate	-0.03501789460693571	0.7686668000195829	0.9086585621761221
Carnitine	Palmitic acid	-0.10138220412193016	0.3934035318853346	0.7421728899683753
Carnitine	Palmitoleic acid	-0.05846600024682217	0.6231912855300441	0.8722011303042825
Carnitine	Pentadecanoic acid	-0.17240528199432312	0.14468805162177215	0.5198590799475733
Carnitine	Pentanoate	-0.017215845982969276	0.8850550033732008	0.958786220483943
Carnitine	Pipecolate	0.12230038257435519	0.3026462534937959	0.6845669628653144
Carnitine	Quinolinate	-0.03723929408860917	0.7544405251988813	0.9081501205490178
Carnitine	Raffinose	0.13859064543996052	0.242268931972794	0.6443475033456676
Carnitine	Stachydrine	-0.09638405528816489	0.41726044329667034	0.7593876729291436
Carnitine	Stachyose	0.18014999839208848	0.12722326072430482	0.4943729968362932
Carnitine	Succinic Acid	0.07975441194619279	0.5023922799808684	0.8167590438128105
Carnitine	Taurine	0.1268974453905961	0.2846953797309998	0.6666335796567532
Carnitine	Thymidine	-0.08015963888140737	0.5002163669433835	0.8167590438128105
Carnitine	Thymine	-0.07241145254843886	0.542653432311001	0.8332735593474007
Carnitine	Trehalose	0.09369986424780946	0.43040943638547047	0.7627414517329427
Carnitine	Trimethyllysine	0.05291250154263854	0.6566136224418189	0.877249593856763
Carnitine	Urocanate	0.19705664568678272	0.0947173896897303	0.42862616220352634
N-Acetylglycine	14-Methylhexadecanoic acid	0.10477600888559793	0.37767564260383957	0.7312423432067577
N-Acetylglycine	2-hydroxyglutarate	-0.07383067999506357	0.5347509192845012	0.8329997980139834
N-Acetylglycine	3-(2-Hydroxyphenyl)Propanoate	-0.013976305072195485	0.9065761668119819	0.9652416159071779
N-Acetylglycine	3-Methoxytyramine	0.22495847684356285	0.05568712006367402	0.3262300890920283
N-Acetylglycine	4-Acetamidobutanoate	0.035850919412563256	0.7633227245075812	0.9081501205490178
N-Acetylglycine	4-Hydroxybenzoate	-0.023324694557571274	0.8447093727410234	0.9447830174559816
N-Acetylglycine	4-Pyridoxate	0.09357645316549427	0.4310195925190303	0.7627414517329427
N-Acetylglycine	5-Methylcytosine	-0.04720986446451979	0.6916472576331358	0.8883738448280025
N-Acetylglycine	5-Valerolactone	-0.07201036653091449	0.5448970282460976	0.8332735593474007
N-Acetylglycine	5-Deoxyadenosine	0.0933604837714427	0.4320885463104208	0.7627414517329427
N-Acetylglycine	Ascorbic acid	0.056985067259039866	0.6320335305003394	0.8722011303042825
N-Acetylglycine	Benzyl Alcohol	0.007585597344899501	0.9492141700559429	0.9776810329192575
N-Acetylglycine	Biotin	0.04924102184376157	0.6790900672170719	0.8844251330787002
N-Acetylglycine	cis-10-Nonadecenoic acid	-0.000586293091805612	0.9960721658593017	0.9960727718240832
N-Acetylglycine	cis-11-Eicosenoic acid	-0.10604097247932867	0.3719118452462232	0.7305411245907957
N-Acetylglycine	Creatine	0.11862890287547823	0.3175006950031219	0.6928208780247133
N-Acetylglycine	D-Pinitol	-0.2558220270400349	0.02892482024148078	0.23237355587257033
N-Acetylglycine	D-Sedoheptulose	-0.060420213479577094	0.6116042620856493	0.8675919045600907
N-Acetylglycine	Deoxyguanosine	0.06923361717882268	0.5605521108984355	0.8372980524081999
N-Acetylglycine	Dihydrouracil	0.010263330032124214	0.9313243901366747	0.9706952462794788
N-Acetylglycine	Erucic acid	-0.04482854311464919	0.7064754260515667	0.8926419205752162
N-Acetylglycine	Fructose	-0.008330248056275455	0.9442363051267106	0.9770317773742374
N-Acetylglycine	Glycine	0.06519190423300013	0.5837127576951235	0.8488918398625178
N-Acetylglycine	Guanidinoacetate	-0.012279402690361596	0.9178770128164234	0.9692036505394412
N-Acetylglycine	Histidine	-0.12276317413303717	0.3008064902042354	0.6845669628653144
N-Acetylglycine	Hypotaurine	0.17351598173515984	0.14207847349250635	0.51488341951369
N-Acetylglycine	Kynurenate	0.028217252892065125	0.8126766946084154	0.933197271316228
N-Acetylglycine	Malonate	0.10733678884363818	0.36606315081213725	0.7278680981614477
N-Acetylglycine	Melatonin	-0.040439011147738624	0.7340925456288981	0.9012312277984484
N-Acetylglycine	Mesaconic acid	-0.05760212267061583	0.6283429055528379	0.8722011303042825
N-Acetylglycine	Methylguanidine	-0.12070020344651204	0.30906386792161805	0.6927293591346612
N-Acetylglycine	Myo-Inositol	-0.0961372331235345	0.4184597806071084	0.7593876729291436
N-Acetylglycine	N-Acetylasparagine	-0.16132913735653465	0.1727071266828697	0.5615948326495408
N-Acetylglycine	N-Acetylglutamate	-0.010459089226212515	0.9300177571952648	0.9706952462794788
N-Acetylglycine	N-Acetylmethionine	0.15009872886585218	0.20497511325723955	0.6106550249121928
N-Acetylglycine	N-Acetylserotonin	0.14089707284719397	0.23444381029707467	0.6360053181841693
N-Acetylglycine	N-Formyl-L-Methionine	-0.016300827728906935	0.8911260046359885	0.9595709236667648
N-Acetylglycine	Oleic acid	-0.015488090830556585	0.8965236396624323	0.9613114519748578
N-Acetylglycine	Oxoglutarate	0.22204738985560907	0.05901616874409652	0.3317362006257328
N-Acetylglycine	Palmitic acid	0.13223497470072815	0.26475552269267383	0.6572894772578591
N-Acetylglycine	Palmitoleic acid	0.06324817968653586	0.5950042111044755	0.8559919737217303
N-Acetylglycine	Pentadecanoic acid	0.12492286807355303	0.29231754018582723	0.6742162620415048
N-Acetylglycine	Pentanoate	-0.15525114155251143	0.18967536787543265	0.5845598622023033
N-Acetylglycine	Pipecolate	-0.09823522152289277	0.4083288297856814	0.7529019257937949
N-Acetylglycine	Quinolinate	0.12535480686165618	0.2906388384417101	0.6725138171062225
N-Acetylglycine	Raffinose	-0.09527335554732816	0.42267306952264616	0.76123739221333
N-Acetylglycine	Stachydrine	-0.0010489941996791312	0.9929723896862783	0.9960727718240832
N-Acetylglycine	Stachyose	-0.07577326639144082	0.5240271799728524	0.8234712828144823
N-Acetylglycine	Succinic Acid	0.0933604837714427	0.4320885463104208	0.7627414517329427
N-Acetylglycine	Taurine	-0.08348759718622734	0.48253323485235367	0.7986371826838724
N-Acetylglycine	Thymidine	0.03760288969543037	0.7521195934790801	0.9081501205490178
N-Acetylglycine	Thymine	0.11390842897692213	0.33727464612203484	0.697667754172921
N-Acetylglycine	Trehalose	-0.054979637171418	0.6440897824487761	0.8738599515196869
N-Acetylglycine	Trimethyllysine	-0.08826977662594102	0.4577168242378854	0.7747302883327242
N-Acetylglycine	Urocanate	-0.005584351474762435	0.9626012491932601	0.9830894453421248
Normetanephrine	14-Methylhexadecanoic acid	-0.12787917161111434	0.2809551978770571	0.6666335796567532
Normetanephrine	2-hydroxyglutarate	0.32504358386712123	0.005018181463482763	0.0996666596219493
Normetanephrine	3-(2-Hydroxyphenyl)Propanoate	0.12945278429109183	0.2750284427998101	0.6621055104439872
Normetanephrine	3-Methoxytyramine	-0.07814660540421713	0.5110736233379509	0.81914745214361
Normetanephrine	4-Acetamidobutanoate	0.0025301223481991497	0.9830507832960396	0.9940237191662694
Normetanephrine	4-Hydroxybenzoate	0.0584242276379889	0.6234399788506151	0.8722011303042825
Normetanephrine	4-Pyridoxate	-0.04515651288523727	0.704426566372365	0.8926419205752162
Normetanephrine	5-Methylcytosine	0.207900922494815	0.07756579675271594	0.3798598950561089
Normetanephrine	5-Valerolactone	-0.028571869444297716	0.8103661525759798	0.933197271316228
Normetanephrine	5-Deoxyadenosine	0.03694904282888392	0.7562948397794241	0.9081501205490178
Normetanephrine	Ascorbic acid	0.011570681470422941	0.922601819449421	0.9692036505394412
Normetanephrine	Benzyl Alcohol	-0.1191572523360033	0.3153347135031846	0.6928208780247133
Normetanephrine	Biotin	-0.09429334019630002	0.4274820967713183	0.7622187012256673
Normetanephrine	cis-10-Nonadecenoic acid	0.012791433326654332	0.9144652320698702	0.9672228416123627
Normetanephrine	cis-11-Eicosenoic acid	-0.0763202149789097	0.5210274260951111	0.8208218862137361
Normetanephrine	Creatine	-0.05592496044037754	0.6383950151661995	0.8734800274825854
Normetanephrine	D-Pinitol	0.11538491209736447	0.33100813197505485	0.694978213198816
Normetanephrine	D-Sedoheptulose	0.12544191544818825	0.29030106729625066	0.6725138171062225
Normetanephrine	Deoxyguanosine	0.11999568063593284	0.3119171042263573	0.6928208780247133
Normetanephrine	Dihydrouracil	-0.015247806721503394	0.8981203495373496	0.9613114519748578
Normetanephrine	Erucic acid	-0.12359976972393436	0.2974992665028107	0.6839613361720568
Normetanephrine	Fructose	0.05996698516737862	0.6142832472290771	0.8675919045600907
Normetanephrine	Glycine	-0.05754485584623675	0.6286850392926213	0.8722011303042825
Normetanephrine	Guanidinoacetate	-0.015396720143309459	0.8971307582552089	0.9613114519748578
Normetanephrine	Histidine	0.13621006226981885	0.25053228718275194	0.6443475033456676
Normetanephrine	Hypotaurine	-0.11507428411717961	0.33232034321892645	0.694978213198816
Normetanephrine	Kynurenate	-0.029800890247517482	0.8023709629354301	0.930256890463766
Normetanephrine	Malonate	-0.07235532812837812	0.5429671098902795	0.8332735593474007
Normetanephrine	Melatonin	-0.08728998884435948	0.4627434271313702	0.7753699671974005
Normetanephrine	Mesaconic acid	0.31888798132485624	0.005964298180606365	0.10934546664445002
Normetanephrine	Methylguanidine	0.06736870194314507	0.5711846129257179	0.8437954509129922
Normetanephrine	Myo-Inositol	0.16129529969769577	0.17279841004601257	0.5615948326495408
Normetanephrine	N-Acetylasparagine	0.007559511894009654	0.9493885832015694	0.9776810329192575
Normetanephrine	N-Acetylglutamate	0.05675804950624799	0.6333935970704064	0.8722011303042825
Normetanephrine	N-Acetylmethionine	0.029050124278408525	0.807252595079927	0.933197271316228
Normetanephrine	N-Acetylserotonin	-0.036795548294377436	0.7572760193850631	0.9081501205490178
Normetanephrine	N-Formyl-L-Methionine	-0.08814858563175419	0.45833693981082846	0.7747302883327242
Normetanephrine	Oleic acid	-0.06920810276842308	0.5606969416710514	0.8372980524081999
Normetanephrine	Oxoglutarate	-0.06748021433550659	0.5705462118646369	0.8437954509129922
Normetanephrine	Palmitic acid	-0.18685879195968352	0.11343432734234879	0.4694894392798355
Normetanephrine	Palmitoleic acid	-0.05543127803097283	0.6413664537459542	0.8734800274825854
Normetanephrine	Pentadecanoic acid	-0.14531233169321822	0.21995671546744566	0.6304540404562886
Normetanephrine	Pentanoate	-0.06507351258965861	0.5843977146901695	0.8488918398625178
Normetanephrine	Pipecolate	0.043613755355847536	0.7140823746068095	0.8926419205752162
Normetanephrine	Quinolinate	0.019901572129127458	0.8672750125543123	0.9540025138097435
Normetanephrine	Raffinose	0.100001543055042	0.39991140374670975	0.7433033791742282
Normetanephrine	Stachydrine	0.027183387667846965	0.8194220002563521	0.933197271316228
Normetanephrine	Stachyose	0.053582618094356084	0.6525431216828803	0.877249593856763
Normetanephrine	Succinic Acid	0.031101991792496866	0.7939288898975316	0.9245263131542917
Normetanephrine	Taurine	0.06883784096136955	0.5628007005888147	0.8372980524081999
Normetanephrine	Thymidine	0.039432667017449546	0.7404732728823933	0.9012312277984484
Normetanephrine	Thymine	-0.07795553796006283	0.5121103651862848	0.81914745214361
Normetanephrine	Trehalose	0.04473996835230203	0.707029119295369	0.8926419205752162
Normetanephrine	Trimethyllysine	0.02826331793841977	0.8123764622154781	0.933197271316228
Normetanephrine	Urocanate	0.049445378816940694	0.6778314178936077	0.8843968317407472
Pentadecanoic acid	14-Methylhexadecanoic acid	0.0015734912995186967	0.9894587512705872	0.9960727718240832
Pentadecanoic acid	2-hydroxyglutarate	-0.02199802542268296	0.8534411811111593	0.9471846082779427
Pentadecanoic acid	3-(2-Hydroxyphenyl)Propanoate	-0.043934345304208325	0.7120721152847591	0.8926419205752162
Pentadecanoic acid	3-Methoxytyramine	-0.06903072129359111	0.561704325176267	0.8372980524081999
Pentadecanoic acid	4-Acetamidobutanoate	0.15941626558064917	0.17792302824730583	0.5653998453192163
Pentadecanoic acid	4-Hydroxybenzoate	0.1355362211526595	0.25290585024537365	0.6443475033456676
Pentadecanoic acid	4-Pyridoxate	0.05510304825373319	0.6433451651767536	0.8738599515196869
Pentadecanoic acid	5-Methylcytosine	-0.1421045417282125	0.23041782070079722	0.6360053181841693
Pentadecanoic acid	5-Valerolactone	-0.047143033444403314	0.6920618623345418	0.8883738448280025
Pentadecanoic acid	5-Deoxyadenosine	0.011230408490682466	0.92487126557332	0.9696231010042871
Pentadecanoic acid	Ascorbic acid	0.07022090583734421	0.5549615001510664	0.8372980524081999
Pentadecanoic acid	Benzyl Alcohol	0.09229659463324658	0.4373762170776315	0.7627414517329427
Pentadecanoic acid	Biotin	-0.2785079600148094	0.01703661221908297	0.1715658836147088
Pentadecanoic acid	cis-10-Nonadecenoic acid	0.08618508449542496	0.46844787383097974	0.7789307669515129
Pentadecanoic acid	cis-11-Eicosenoic acid	-0.08746760459089227	0.4618299759496348	0.7753699671974005
Pentadecanoic acid	Creatine	0.2367024558805381	0.04377580570426478	0.28855777125586324
Pentadecanoic acid	D-Pinitol	0.21447580629059015	0.06843663764042411	0.3571693132328704
Pentadecanoic acid	D-Sedoheptulose	0.10417384811294537	0.38043820437711506	0.7312423432067577
Pentadecanoic acid	Deoxyguanosine	-0.2461125509070715	0.03582623607762037	0.26670495242848397
Pentadecanoic acid	Dihydrouracil	0.1365825807846462	0.24922666825702827	0.6443475033456676
Pentadecanoic acid	Erucic acid	-0.03235885101043523	0.7857962426465608	0.9219347556831253
Pentadecanoic acid	Fructose	0.16712945822534864	0.1575762319181732	0.5386312174859359
Pentadecanoic acid	Glycine	0.1220844131803036	0.3035073108088177	0.6845669628653144
Pentadecanoic acid	Guanidinoacetate	0.14263235838578306	0.2286731516207345	0.6360053181841693
Pentadecanoic acid	Histidine	0.036159447118351236	0.7613462201619468	0.9081501205490178
Pentadecanoic acid	Hypotaurine	-0.1176107614463779	0.3217014426632235	0.6928208780247133
Pentadecanoic acid	Kynurenate	0.13173708170877207	0.2665746564842387	0.6572894772578591
Pentadecanoic acid	Malonate	0.11986301369863014	0.31245628506898776	0.6928208780247133
Pentadecanoic acid	Melatonin	-0.165420730392365	0.16192770862370667	0.5455448363222704
Pentadecanoic acid	Mesaconic acid	-0.016907318277181296	0.8871013157788474	0.958786220483943
Pentadecanoic acid	Methylguanidine	0.09796600982778285	0.4096207680192814	0.7529019257937949
Pentadecanoic acid	Myo-Inositol	-0.03560409724793288	0.7649050164775999	0.9081501205490178
Pentadecanoic acid	N-Acetylasparagine	-0.024805627545353575	0.8349842942861783	0.9416620984457689
Pentadecanoic acid	N-Acetylglutamate	-0.026996174256448235	0.8206448623256682	0.933197271316228
Pentadecanoic acid	N-Acetylmethionine	-0.12239294088609161	0.3022777161692981	0.6845669628653144
Pentadecanoic acid	N-Acetylserotonin	0.08872899674145512	0.4553712527815307	0.7747302883327242
Pentadecanoic acid	N-Formyl-L-Methionine	0.10964467742275186	0.3557864882253158	0.7165840537495797
Pentadecanoic acid	Oleic acid	0.04489078119215106	0.7060864580138637	0.8926419205752162
Pentadecanoic acid	Oxoglutarate	0.003177835369616192	0.9787126774549164	0.9911891846745966
Pentadecanoic acid	Palmitic acid	-0.05263482660742935	0.6583032441137318	0.877249593856763
Pentadecanoic acid	Palmitoleic acid	0.09993212390472667	0.40024028109381515	0.7433033791742282
Pentadecanoic acid	Pentadecanoic acid	0.0886708626434654	0.4556678193351821	0.7747302883327242
Pentadecanoic acid	Pentanoate	-0.048407997038134025	0.6842297616375208	0.8856592819833522
Pentadecanoic acid	Pipecolate	0.03575836110082686	0.7639159709977938	0.9081501205490178
Pentadecanoic acid	Quinolinate	-0.11683944218190795	0.3249073575612632	0.6934589870337409
Pentadecanoic acid	Raffinose	0.09437862520054302	0.4270623604040187	0.7622187012256673
Pentadecanoic acid	Stachydrine	0.05639886461804271	0.6355479564874562	0.8722011303042825
Pentadecanoic acid	Stachyose	0.026969879434930323	0.8208166521117193	0.933197271316228
Pentadecanoic acid	Succinic Acid	-0.05982352215228929	0.6151322950694866	0.8675919045600907
Pentadecanoic acid	Taurine	-0.00502900160434407	0.9663181795767981	0.9842129606800721
Pentadecanoic acid	Thymidine	0.0020899094725743525	0.9859994292291625	0.9943435710844163
Pentadecanoic acid	Thymine	0.06778353696161916	0.5688113953066702	0.8437762399258698
Pentadecanoic acid	Trehalose	0.08734419350857708	0.46246455616084725	0.7753699671974005
Pentadecanoic acid	Trimethyllysine	0.12649635937307172	0.2862328796568157	0.6666335796567532
Pentadecanoic acid	Urocanate	-0.09502653338269779	0.4238813178594826	0.7614953323355026
Pipecolate	14-Methylhexadecanoic acid	0.0899358262371961	0.44923877910892895	0.7745280016103264
Pipecolate	2-hydroxyglutarate	-0.12723682586696286	0.28339869707352194	0.6666335796567532
Pipecolate	3-(2-Hydroxyphenyl)Propanoate	-0.1177341725286931	0.3211903784239124	0.6928208780247133
Pipecolate	3-Methoxytyramine	0.051360741440282805	0.666077717857852	0.8786818602737346
Pipecolate	4-Acetamidobutanoate	0.11791928915216587	0.32042475577162133	0.6928208780247133
Pipecolate	4-Hydroxybenzoate	0.003949154634086141	0.9735475237252468	0.9887592037834537
Pipecolate	4-Pyridoxate	0.09734049117610762	0.41263178197192973	0.7560609653388247
Pipecolate	5-Methylcytosine	-0.053795814705043014	0.6512502109908882	0.877249593856763
Pipecolate	5-Valerolactone	-0.017061582130075283	0.886078066642823	0.958786220483943
Pipecolate	5-Deoxyadenosine	0.06034801925212885	0.6120306554980744	0.8675919045600907
Pipecolate	Ascorbic acid	0.028045168456127367	0.8137985058703041	0.933197271316228
Pipecolate	Benzyl Alcohol	0.07169163531475425	0.5466831566856281	0.8334295459066612
Pipecolate	Biotin	0.1374799456991238	0.24610068159509668	0.6443475033456676
Pipecolate	cis-10-Nonadecenoic acid	0.14814700703993386	0.21099391528764108	0.6182813501256695
Pipecolate	cis-11-Eicosenoic acid	0.22932864371220538	0.050978381429562424	0.30889442984861976
Pipecolate	Creatine	-0.08987412069603852	0.44955121771788176	0.7745280016103264
Pipecolate	D-Pinitol	-0.01942346713565336	0.8704356104925999	0.9545421188684186
Pipecolate	D-Sedoheptulose	-0.15247291334073423	0.19781948423630868	0.6001475153263841
Pipecolate	Deoxyguanosine	0.15093175367147973	0.2024437563351141	0.6081818730235571
Pipecolate	Dihydrouracil	-0.04436970228173428	0.7093453441497257	0.8926419205752162
Pipecolate	Erucic acid	0.3101835910923223	0.007569644463160546	0.12074184073233434
Pipecolate	Fructose	-0.0023448105639886467	0.984292018419187	0.9940237191662694
Pipecolate	Glycine	0.10659632234974702	0.3693983520941384	0.7296249704090426
Pipecolate	Guanidinoacetate	-0.018079723559175618	0.8793293609460917	0.9584153857872798
Pipecolate	Histidine	0.0719178082191781	0.5454154206637531	0.8332735593474007
Pipecolate	Hypotaurine	0.10159817351598174	0.39239124983924856	0.7421728899683753
Pipecolate	Kynurenate	-0.011493632260573273	0.9231156447795237	0.9692036505394412
Pipecolate	Malonate	-0.009410095026533383	0.9370215445142511	0.973794192336758
Pipecolate	Melatonin	0.09008753704858714	0.448471122403031	0.7745280016103264
Pipecolate	Mesaconic acid	-0.11807355300505987	0.31978762952531564	0.6928208780247133
Pipecolate	Methylguanidine	0.12719116402010464	0.2835729305446267	0.6666335796567532
Pipecolate	Myo-Inositol	-0.004411946192768111	0.9704489389748071	0.9870142124708209
Pipecolate	N-Acetylasparagine	0.00657164013328397	0.9559953872075531	0.9778779711779692
Pipecolate	N-Acetylglutamate	0.19906207577440457	0.0913393405050049	0.42133953845857103
Pipecolate	N-Acetylmethionine	0.04902505244970999	0.6804211906723101	0.8845475478740031
Pipecolate	N-Acetylserotonin	0.06079064318719688	0.6094184590330967	0.8675919045600907
Pipecolate	N-Formyl-L-Methionine	0.33446025985059336	0.003826823649667357	0.08918536625415428
Pipecolate	Oleic acid	0.24025052449709985	0.040622361920424635	0.2821197182941667
Pipecolate	Oxoglutarate	0.27548438849808715	0.01832637073371845	0.18199104270289848
Pipecolate	Palmitic acid	0.04664938911514255	0.6951271123400031	0.8907094719052012
Pipecolate	Palmitoleic acid	0.05229544613106257	0.6603706580917172	0.877249593856763
Pipecolate	Pentadecanoic acid	0.1039121313093916	0.3816426731901088	0.7312423432067577
Pipecolate	Pentanoate	0.014439096630877455	0.9034972322548271	0.9641798821823901
Pipecolate	Pipecolate	0.046186597556460575	0.6980052216483692	0.8926419205752162
Pipecolate	Quinolinate	0.1362149821053931	0.2505150135348554	0.6443475033456676
Pipecolate	Raffinose	-0.12103541898062448	0.30771223053862773	0.6918686944500592
Pipecolate	Stachydrine	0.13063063063063066	0.2706473323270626	0.6582069476661557
Pipecolate	Stachyose	-0.03204342111080831	0.7878351548564889	0.9219347556831253
Pipecolate	Succinic Acid	-0.052141182278168594	0.6613112322920214	0.877249593856763
Pipecolate	Taurine	-0.039337282487967425	0.7410789740995007	0.9012312277984484
Pipecolate	Thymidine	0.2492410556181264	0.03346631772178657	0.2572948082911548
Pipecolate	Thymine	0.07420091324200914	0.5326987796444799	0.8316149070869063
Pipecolate	Trehalose	-0.10456003949154637	0.3786650612092287	0.7312423432067577
Pipecolate	Trimethyllysine	-0.05158583240775022	0.6647016256270695	0.878487361041321
Pipecolate	Urocanate	0.12776132296680243	0.281402445244394	0.6666335796567532
Threonine	14-Methylhexadecanoic acid	0.3141737628038998	0.006791901552386297	0.11572164057086472
Threonine	2-hydroxyglutarate	-0.19508206836973963	0.09813843153123773	0.44131433047066027
Threonine	3-(2-Hydroxyphenyl)Propanoate	-0.23883129705047518	0.04186035193686516	0.28778991956594796
Threonine	3-Methoxytyramine	0.15836228610753866	0.18084552960476843	0.5695141162919999
Threonine	4-Acetamidobutanoate	0.4435702826113786	8.478040097063549e-05	0.012964403832322018
Threonine	4-Hydroxybenzoate	-0.2815006787609528	0.015837558159210955	0.16893484360230715
Threonine	4-Pyridoxate	0.17046155744785885	0.149341051732406	0.5234257450425015
Threonine	5-Methylcytosine	-0.11382928420519695	0.3376126474738891	0.697667754172921
Threonine	5-Valerolactone	0.17620017277551528	0.13591821558211536	0.5088037913152486
Threonine	5-Deoxyadenosine	0.24873503640626932	0.03383895413813145	0.25739204477408495
Threonine	Ascorbic acid	0.18295692953227202	0.12130638707249453	0.49002297602730843
Threonine	Benzyl Alcohol	0.296782625916466	0.010782449082252791	0.14017183806928626
Threonine	Biotin	0.3577687276317414	0.001886321695881633	0.05729846053541896
Threonine	cis-10-Nonadecenoic acid	0.2281914428369737	0.052171090824208295	0.3134649574731843
Threonine	cis-11-Eicosenoic acid	0.3177835369616192	0.006149769095195003	0.10992712257661068
Threonine	Creatine	-0.1356904850055535	0.2523611169953772	0.6443475033456676
Threonine	D-Pinitol	-0.0554625610426321	0.6411779959782593	0.8734800274825854
Threonine	D-Sedoheptulose	-0.3267144194601902	0.00478545742444387	0.0996666596219493
Threonine	Deoxyguanosine	-0.019622362088115516	0.8691205311338861	0.9545421188684186
Threonine	Dihydrouracil	0.13550039292411611	0.2530324807636182	0.6443475033456676
Threonine	Erucic acid	0.265931771237493	0.022964776553991928	0.207902459399553
Threonine	Fructose	-0.43755399234851294	0.0001083857297497227	0.012964403832322018
Threonine	Glycine	-0.314142910033321	0.006797634830736109	0.11572164057086472
Threonine	Guanidinoacetate	-0.4374614340367766	0.00010879219999151343	0.012964403832322018
Threonine	Histidine	-0.14516228557324448	0.22043847568401698	0.6304540404562886
Threonine	Hypotaurine	-0.17564482290509692	0.13717589609347022	0.5107930092787142
Threonine	Kynurenate	0.16273131957654619	0.1689554455884337	0.554142860530872
Threonine	Malonate	-0.14405158583240776	0.22402769339121814	0.6356341300584166
Threonine	Melatonin	0.05267587504114416	0.6580533610196523	0.877249593856763
Threonine	Mesaconic acid	-0.20421448846106385	0.08309418915428644	0.38942811595003546
Threonine	Methylguanidine	0.26720593307584345	0.02229355642869727	0.20701159540933178
Threonine	Myo-Inositol	-0.20455386893743063	0.08257252759332334	0.38942811595003546
Threonine	N-Acetylasparagine	-0.0962606442058497	0.4178598638807225	0.7593876729291436
Threonine	N-Acetylglutamate	0.323768974453906	0.005202393764695746	0.1005327443718232
Threonine	N-Acetylmethionine	0.2659200296186598	0.02297104096862194	0.207902459399553
Threonine	N-Acetylserotonin	0.078684787775599	0.5081591966278067	0.818319427001986
Threonine	N-Formyl-L-Methionine	0.14928532667259373	0.20746849608590962	0.6129751020720057
Threonine	Oleic acid	0.37964334197210914	0.0009241899025088504	0.04719969859241628
Threonine	Oxoglutarate	0.2079785264716772	0.07745264932226682	0.3798598950561089
Threonine	Palmitic acid	0.23710354189806246	0.043409486937488	0.28855777125586324
Threonine	Palmitoleic acid	0.19174996914722944	0.10412959708139075	0.44631056564030036
Threonine	Pentadecanoic acid	0.30513390102431204	0.008665165637531025	0.1264406822619323
Threonine	Pentanoate	0.25290016043440705	0.030872672779151164	0.24526623374547868
Threonine	Pipecolate	0.3571516722201654	0.0019233049690210561	0.05729846053541896
Threonine	Quinolinate	0.28026656793780086	0.016322913068314408	0.16914322962093914
Threonine	Raffinose	-0.3830679995063557	0.0008227774059963033	0.04525275732979669
Threonine	Stachydrine	0.10773787486116256	0.3642642861934251	0.7278680981614477
Threonine	Stachyose	-0.26038421164405356	0.026090944696607235	0.21792310852911945
Threonine	Succinic Acid	-0.39519313834382336	0.0005396722787067061	0.038586567927529486
Threonine	Taurine	-0.14408243860298658	0.22392744403015608	0.6356341300584166
